Author,Published At,Comment,Likes
@AliAfendi-z1k,2025-03-25T21:00:19Z,Kesimpulan yg gua dapet intinya bobon tidak ingin kehilangan apa yg telah menjadi karakter konten nya makan besar. Dan soal palembang konteksnya mau setingan atau tidak jgn pernah menyinggung suku ras budaya setiap wilayah . Dalam arti palembang itu menyangkut seluruh warga atau masyrakat yg ada di palembang ngerti kan,0
@adityaagung121,2025-03-25T21:00:07Z,yg di tanyain apa yg dijawab apa si willi kelamaan terlalu menceritakan pribadi yg jauh dari pertanyaan ka bobon🤣🤣🤣,0
@AhmadRudi-i3j,2025-03-25T21:00:07Z,Mana ni kemaren yang kowar&quot; se olah&quot; warga palembang yang salh.klo sya sih lebih percaya Bobon Santoso..,0
@jhuna_survival2810,2025-03-25T21:00:02Z,Saya sebagai orang Palembang ..trust SM om ded dan bobon ..semoga bisa jadi klarifikasi yang bikin Redah emosi orang Palembang..sukses trs om ded...,17
@YustiNurpaidahh,2025-03-25T20:59:37Z,"podcast ini bukan mau ngebantu Willie, malah bikin panas.",0
@ARGRAHOutdoor,2025-03-25T20:59:20Z,"Usul om ded, nih voice telponan jadiin alat introgasi aja gasi, biar pada ngerasain cape nya ngalor ngidul, trus suruh rangkum!",2
@riabugi1wayani565,2025-03-25T20:59:16Z,"Obrolan yg belum dewasa bertele tele, dityain intinya mlh dia jawab, prosesnya,",1
@cici3644,2025-03-25T20:59:12Z,"Itulah sebabnya kalau niat baik tidak di landasi ketulusan, akhirnya menjadi malapetaka.",0
@evitadamayanti3433,2025-03-25T20:59:07Z,"Ada ya orang se manipulatif itu, 😂😂😂",1
@RifqiKemas,2025-03-25T20:59:02Z,Wilsall muter2,0
@faqihariandra3333,2025-03-25T20:58:55Z,"Saya percaya sama wilisi.  Kalo rendang nya emang ilang,  kaya nya sirendang ini yang bikin setingan sendiri",0
@kimchardchannel8742,2025-03-25T20:58:45Z,masih heran di tiktok malah banyak yang dukung ws,0
@grandissatria577,2025-03-25T20:58:35Z,"Ngga Mungkin Laah Ngaku Settingan.. Malah Itu bisa Bikin Dia Terpojok.. dimana mana Ngga Pernah Kan orang yang di Sangka kan.. Misal Terperkara Pemerkosaan,,dia langsung Ngaku iya Memerkosa.. Pasti bilang Ngga.. Ataau Bilang Ngelakuin Suka sama suka.. apapun alasan&#39;a.. yang bisa bilang memperkosa yaa dari saksi dan korban serta Penyidik..",0
@AISYAHAlthafunnisa-nq7by,2025-03-25T20:58:35Z,BOIKOT WILLIE SALIM DAN HARAMKAN KAKINYA MENGINJAK PALEMBANG,0
@inasintia7956,2025-03-25T20:58:27Z,Settingan terus emang si willy itu😂,0
@sahrulrodhi4709,2025-03-25T20:58:25Z,"cok aku bukan buzzer willie ya, tapi munurut ku semua orang perlu di kasih kesempatan ke 2",0
@hdyfchrn6196,2025-03-25T20:58:17Z,"Buat yang gak percaya settingan, emang lu kira itu rendang mw ditungguin sampe kapan? Jam 19.00 daging baru masuk kuali, api kecil, lalu lu kira warga mw nunggu smpe subuh? Willie mau nunggu sampe subuh? Gak mungkin lah. Jadi apa solusi paling cepat dan aman bagi willie??",0
@mragaming6790,2025-03-25T20:58:13Z,KESEL BANGET KEMANA MANA GOBLOK NGOMONG NYA,0
@arisdwiprasetyo3560,2025-03-25T20:58:10Z,"Willie salim itu saya gak pernah tau dia siapa, walau banyak followernya tp saya mulai tau waktu reza arab bilang itu orang gak bener..... Jadi sampai sekarang ya beneran males jg nonton konten²nya....",1
@dickanugraha577,2025-03-25T20:57:58Z,Mau aman tinggal jujur aja ws kalau settingan itu dia takut nama besar nya tercoreng se simple itu sih yah semoga lebih wise lah dan ada pembelajaran tidak melulu tentang konten setuju dengan bobon,1
@Nata-3y,2025-03-25T20:57:57Z,Om bobon tetap dihati ♥️,3
@aldiyrohman4267,2025-03-25T20:57:53Z,Gamau kesaing bobon😂,0
@liaungkul663,2025-03-25T20:57:43Z,Jujur aku suka liat masak besar bobon..<br>Dia ga asal masak nya dan terarah gitu,0
@LordGiichi1190,2025-03-25T20:57:36Z,"Gacor bobon,manusia tidak munafik !!!<br>Selalu to the point !!!!!!!!<br>Respect lu gw mah bobon santoso",0
@ManIman-q5o,2025-03-25T20:57:30Z,Udah gak nyambung bocil ini sumpah wkwkwk. Anehh anehhh,1
@aldigesaalfatoni3699,2025-03-25T20:57:27Z,1 kebohongan untuk menutupi kebohongan lainya 😅,1
@NewmoxxerStore,2025-03-25T20:57:21Z,"ada bnernya kalau saja ada orng yg ga suka trus sabotase masakannya, malah jadi lebar masalah, kcuali dia disana dan kesorot kamera jadi kalau msal kjadian bsa jadi bahan untuk dicari buktinya",0
@biharii7785,2025-03-25T20:57:09Z,Sich bobon ini terlalu berprasangka buruk dengan willie salim. Seolah olah dia adalah manusia yang paling baik kalau soal masak besar... Padahal siapa pun punya haq mau berbagi mau masak besar dengan siapapun itu adalah hak pribadi masing2,0
@cici3644,2025-03-25T20:57:08Z,"Saya warga kota palembang yg tidak tau menahu soal daging rendangnya  willy salim itu,tapi saya pun secara tidak langsung ikut di permalukan gara gara konten willy salim, permasalahan willy salim adalah dg masyarakat kota palembang yang ikut tercemar  nama baiknya,yg mereka tidak tau menahu sama sekali soal acara si willy salim iti.",0
@rossie7587,2025-03-25T20:57:08Z,1. Banyak orang numpang tenar di kasus ini<br>2. Sebenernya untuk nutupin kasus apa sih keliatan di up/digede2in bgt. Jadi deg2an kebijakan ajaib pemerintah apalagi setelah ini,0
@ARGRAHOutdoor,2025-03-25T20:57:05Z,"Cape denger wili wongka ngomong, bisa skip intinya gasi?",0
@PatrickRenaldi,2025-03-25T20:56:53Z,WS: &quot;asik nama gw naik lagi nih&quot;😂,0
@riobayusentanu,2025-03-25T20:56:52Z,semoga wili salim dipenjara aja biar gak ada korban di daerah lain 🤣,1
@windarisuryani8696,2025-03-25T20:56:15Z,hhhhhhhhhhhh  ini orang gara2 200 kilo daging aja... menghardik.... daerah orang bikin nama baik orang..... rusak,0
@nierrad,2025-03-25T20:56:14Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=1844"">30:44</a>  om dad samapi tidur di dongein sama wili salaim wkwkwkwk😂😂😂",0
@triadiwidodo1841,2025-03-25T20:56:06Z,Fans nya si wilwil itu para bocil gampang dibodohin😂,0
@MegaFajrina,2025-03-25T20:56:00Z,"Punten bgt inimah, gua bukan org yang berpendidikan tinggi, tapi gua bisa menilai dan bisa ngebedain orang yg bohong atau jujur ketika menyampaikan sesuatu walaupun ngga ngeliat ekspresi wajah orgnya",1
@Akusukapeyekkacang,2025-03-25T20:55:45Z,Warga Palembang mencuri daging 200kg😮😮,0
@MuthiaSalsabila-l4t,2025-03-25T20:55:44Z,"Ngmgnya aja ud belibet, dia bikin kontrn di palembang tapi blg muter bagiin daging mentah di semarang",0
@rivalkeenan733,2025-03-25T20:55:44Z,Willy ini banyak banget alesan nya😂😂😂.<br>Ngeles Mulu Mutar muter jawaban nyaa😂😂😂😂,0
@MegaFajrina,2025-03-25T20:55:44Z,"Punten bgt inimah, gua bukan org yang berpendidikan tinggi, tapi gua bisa menilai dan bisa ngebedain orang yg bohong atau jujur ketika menyampaikan sesuatu walaupun ngga ngeliat ekspresi wajah orgnya",0
@anharweliansyah9862,2025-03-25T20:55:43Z,"Saya lebih mendukung bobon dan warga Palembang, gua yakin koh bobon itu bikin konten ga hanya konten tapi tulus dari hati",1
@AISYAHAlthafunnisa-nq7by,2025-03-25T20:55:30Z,CARA WILLIE SALIM MERUGIKAN SELURUH MASYARAKAT PALEMBANG,1
@trio_stc,2025-03-25T20:55:15Z,tetep percaya bobon yg tegas secara ngomong nya gak bertele tele,0
@trio_stc,2025-03-25T20:55:07Z,tetep percaya bobon yg tegas secara ngomong nya gak bertele tele,0
@januar8824,2025-03-25T20:54:52Z,Ajak Amer bareng bang bobon,0
@BStarBayu,2025-03-25T20:54:38Z,"MALING KALAU NGAKU, PENJARA PENUH",41
@diikaastrisia649,2025-03-25T20:54:36Z,Bnyak bohon ny si anak kecil 😂😂😂😂,0
@uraaa-j6u,2025-03-25T20:54:33Z,om ded padahal mah JAWA sering juga loh di katain😢,0
@mragaming6790,2025-03-25T20:54:31Z,ORANG YG BANYAK BICARA ITU PEMBOHONG,1
@Saputraekaaa,2025-03-25T20:54:24Z,Gass teruss bgg bobonnnnnn🔥🔥<br>utamain etika dann adabb...<br>BOBONNNN MYY PANUTANN🔥🔥🔥🔥🔥,0
@ratnavindriasari3856,2025-03-25T20:54:20Z,Awal liat konten bobon tu kek kesel waktu pas di bali bikin es am. Tp lama kelamaan dia masak kuali aku sangat sangat respect. Dan berlanjut ternyata bobon sangat tulus. Semangat menebar kebaikan bang bobon,0
@muhammadrizkyfaisal284,2025-03-25T20:54:16Z,Best sih bang bobon mantap,0
@inggitpurnamasari365,2025-03-25T20:54:12Z,Bang bobon kalo mau mendamaikan suasana pikiran nya jgn berat sebelah dulu deh coba. Karena klo udh berat sebelah cuma nambah panas doang,0
@monicaibel1907,2025-03-25T20:54:11Z,Wili salim pintar buat counter serangan dr netizen.. bangun masjid. Nnti bgn gereja vihara dll. Biar netizen sulit menyerang nya kl dia salah😅😂,0
@topglobaldepo2756,2025-03-25T20:54:07Z,Bobon the next presiden 2050,0
@andrybirdshop9198,2025-03-25T20:54:06Z,Klo gue pribadi 1000% percaya klo itu setingan biar viral...jujur dr awal liat konten si willy gue g suka...gue pribadi paling g suka ada konten yg tema nya berbagi uang,1
@ibnuprima9405,2025-03-25T20:53:58Z,"kaku bat ngomong lu will, kanebo lu?",1
@KopiKapalapi-og2hj,2025-03-25T20:53:53Z,Mas bobon di daerah-daerah terpencil biar terkenang,0
@suratman-c4l,2025-03-25T20:53:48Z,"Sorry,, jan munafik logikanya gini jualan cilung rame yg beli,<br>1 minggu kemudian bayak yg ikutan jualan cilung",0
@AgusSusanto-hn1re,2025-03-25T20:53:45Z,"Kalo kata gua mah wili bocah pala batu, seakan akan bisa ngikutin semua konten kreator lain padahal blm tentu bisa menguasainya, yg penting mah konten. bentar lagi ge dia bikin uji nyali, wili petualang, wili podcast, wili pemburu hantu dll😂",0
@adamanandaputra7945,2025-03-25T20:53:41Z,"aku udah follow, mau iphone dong🥺🥺",0
@Gloriousbon,2025-03-25T20:53:40Z,sepanjang podcast ini gua geleng geleng sih,0
@Bgcandra96,2025-03-25T20:53:34Z,Wili salim bocah ingusan yg konten nya penuh dengan kobohongan,0
@kikisus7904,2025-03-25T20:53:34Z,"pas pelajaran bahasa indonesia bab “kata ganti orang SAYA, AKU”  bolos paling yeee. 😅",0
@IndriRahma-z6e,2025-03-25T20:53:15Z,Settingan,0
@madebagusriskiawan5022,2025-03-25T20:53:13Z,Wily bertele&quot;,0
@AbdulManap-m7h,2025-03-25T20:53:08Z,Kualinya terlalu bersih kalo emang chaos😮😮,0
@nazmu253,2025-03-25T20:53:05Z,Si willi udh banyak blundernya nih wkwk😂,0
@BukanMAMA,2025-03-25T20:52:59Z,HALAH BERISIK EMANG LU YANG RUGI DEDY,0
@cherybintangsyakila6957,2025-03-25T20:52:47Z,Jatuh nya kayak gini bocil udah salah di bilangin bukan nya nurut malah jadi nekat ngelakuin lagi...capek g tuh para ortu yg ibarat nya lebih pengalaman dri bocil. &quot;Gambaran nya seperti itu&quot;,0
@Mlaaaaaaaaa,2025-03-25T20:52:47Z,Semoga ga sampe ke tempat gw masak masaknya,0
@JancukAnjing,2025-03-25T20:52:39Z,Buzzer,0
@masmasnaufal,2025-03-25T20:52:39Z,berapakali willi ngomong wili🤔🤔,0
@SeptiRiskiyani,2025-03-25T20:52:15Z,ngomong apaan si wil,0
@AISYAHAlthafunnisa-nq7by,2025-03-25T20:52:10Z,AKU SEBAGAI ORANG PALEMBANG NGGAK SUKA DI DISKRIMINASI SEPERTI INI …KAMI WARGA PALEMBANG DI HINA HINA DI MANAPUN KAMI BERADA .. SAYA JUALAN SEPATU DI TIKTOK PUN DI HINA HINA,0
@RifqiKemas,2025-03-25T20:52:03Z,"Mana ada jauh toilet , waduhh wilsalll wilsall",0
@javaIsland86,2025-03-25T20:51:56Z,Bobon : gua ga suka willi s.<br>Dedi : menyapu👏👏,3
@mansursultoni1584,2025-03-25T20:51:56Z,WS = Settingan. Kontennya udah sperti itu,0
@muhammadyusufariefkurniawa727,2025-03-25T20:51:40Z,WS si penakut dan mencari keuntungan lewat kesalahannya wkwkwkwk😂,0
@ramlesalpian1866,2025-03-25T20:51:39Z,@bobonSantoso 👍👍👍👍,0
@mahesagalihputrapratama3929,2025-03-25T20:51:36Z,"Semakin lama lu mengelak, semakin berbelit belit juga lu will. Udah emg lu viral dari awal karna setingan masih aja nggamau ngaku wkwkwk. Berbelit belitt sekali😂",0
@cici3644,2025-03-25T20:51:30Z,Konten willy salim sdh menimbulakan rasis,0
@denny3472,2025-03-25T20:51:07Z,"Pilat, kampang nian emang WS, laju rusak Citra Kota Palembang.<br>Aku selaku wong palembang, sangat kecewa nian. Kenapo nak masak rendang nian, sedangkan Di Kota Palembang ni banyak makan khas  Pempek, Model dll. Kenapo nak rendang. Buat konten ngajak bukber masak rendang buat seluruh warga palembang, Masak rendang juga butuh waktu pjg.",0
@skyzoriff5776,2025-03-25T20:50:50Z,MANIPULATIF,0
@zulmahaidil.a9690,2025-03-25T20:50:36Z,Willy : Hama,0
@cici3644,2025-03-25T20:50:35Z,"Terlepas itu settingan atau tidak, kesalahan fatal nya konten si willy salim sdh membuat cemar masyarakat kota palembang.",0
@agistacf4579,2025-03-25T20:50:19Z,"Settingan ini mah, udah jelas.",0
@Bengkel43official,2025-03-25T20:50:05Z,BUKAN ALASAN. KALO GAK KEBAGIAN TIKET!!!!!,1
@Keelanwakefield-q3l,2025-03-25T20:49:54Z,"Min video lu baguss , tetap pilih WETON88 😢",0
@Boudreauxwakefield-w5z,2025-03-25T20:49:54Z,⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴 bikin ketagihan!,0
@Gabrielawakefield-u2f,2025-03-25T20:49:54Z,"Rezeki dari Weton88-bikin hariku lebih bermakna, terima kasih!",0
@Alessandrowakefield-e8e,2025-03-25T20:49:54Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=551"">9:11</a>  bang tadi jam segitu menang besar w di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩",0
@Griffithwakefield-o9f,2025-03-25T20:49:52Z,"Bermain bersama teman-teman di Weton88 semakin seru dan asyik, semakin banyak pula rezekinya!",0
@Minerwakefield-y9j,2025-03-25T20:49:52Z,"Gak pernah gagal,weton88🔥",0
@Arcewakefield-f9v,2025-03-25T20:49:52Z,"di ajakin abang w main di weton benaran g*cor parah ,langanan 3 hari sekali dapat terus uang jajan cek google 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴 🚩",0
@Marlowwakefield-s4m,2025-03-25T20:49:51Z,menurut gw sih situs adil yah di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 soalnya menang w di bayar cash gak pakek lama,0
@Tarverwakefield-t7b,2025-03-25T20:49:50Z,"Salut bang keren kontennya , salam Jepe DI ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴",0
@Givenswakefield-w6i,2025-03-25T20:49:49Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=3"">0:03</a> Keren boleh coba bang gas di 𝗪𝗘𝗧𝗢𝗡𝟴𝟴",0
@Munnwakefield-s4g,2025-03-25T20:49:49Z,Terus berkembang arhan semangattt!!!!! Salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴! gampang Jepe,0
@Miguelwakefield-b4i,2025-03-25T20:49:49Z,Yang di tunggu tunggu salam Jepe 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,0
@Juanwakefield-h6r,2025-03-25T20:49:48Z,Jujur klo main mending di weton88 bang,0
@Hayneswakefield-r5x,2025-03-25T20:49:48Z,"Terbaik ❤ memang kak , salam Weton88",0
@Alyciawakefield-d2j,2025-03-25T20:49:47Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=2"">0:02</a> Wah keren Weton88 terbaik menang mudah",0
@Marcellawakefield-d7m,2025-03-25T20:49:47Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=551"">9:11</a>  bang tadi jam segitu menang besar w di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩",0
@Westwakefield-f2z,2025-03-25T20:49:46Z,"Konten yang gw tunggu sehabis pulang kerja gas ramaikan bro biar mledak vidionya ,Salam ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴!",0
@Koehnwakefield-n8p,2025-03-25T20:49:46Z,"Sempet coba yang lain tapi gak semanis di 🚩Weton88🚩 ,sering ngasih wede bang coba deh cari aja di google",0
@Clousewakefield-w9c,2025-03-25T20:49:45Z,"Keren banget bang 😂 , Salam JePE ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴",0
@Murillowakefield-s8e,2025-03-25T20:49:45Z,"jepey trs tiap hari, cuma di𝗪𝗘𝗧𝗢𝗡𝟴𝟴⭐",0
@Sewellwakefield-i6s,2025-03-25T20:49:44Z,Jujur klo main mending di weton88 bang,0
@Parkswakefield-n1b,2025-03-25T20:49:43Z,"Sempet coba yang lain tapi gak semanis di 🚩Weton88🚩 ,sering ngasih wede bang coba deh cari aja di google",0
@Alissawakefield-k4s,2025-03-25T20:49:43Z,"ke 3 bang ,salam jepe Weton88",0
@Rociowakefield-d8g,2025-03-25T20:49:42Z,Busett cerahh banget 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 encess sama koinya lagi ngasih mulu,0
@Tatiannawakefield-i6t,2025-03-25T20:49:42Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=3"">0:03</a> Keren boleh coba bang gas di 𝗪𝗘𝗧𝗢𝗡𝟴𝟴",0
@Diontewakefield-y9z,2025-03-25T20:49:42Z,Memang web terbaik se asia gak salah pilih cuma 🚩Weton88🚩 yang bisa gni !,0
@Adelaidewakefield-b2k,2025-03-25T20:49:41Z,"Kerennn contentnya bang ,cari situs yang benar itu 𝗪𝗘𝗧𝗢𝗡𝟴𝟴",0
@Bengkel43official,2025-03-25T20:49:41Z,takut willy,0
@Chauwakefield-n6o,2025-03-25T20:49:37Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=551"">9:11</a>  bang tadi jam segitu menang besar w di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩",0
@Amatowakefield-y7q,2025-03-25T20:49:36Z,"Keren banget! Menang banyak di WETON88,auto liburan mewah!",0
@Jamarcuswakefield-l1r,2025-03-25T20:49:35Z,Gw paling demen gas di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 wkwkwkww seru. Harus sering2 sih ini mah,0
@Jessewakefield-t8r,2025-03-25T20:49:34Z,Terus berkembang arhan semangattt!!!!! Salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴! gampang Jepe,0
@warkopsulthan9878,2025-03-25T20:49:33Z,"Ngapain lewat tlpn,se olah &quot; si willy penting banget",0
@Elderwakefield-q4k,2025-03-25T20:49:31Z,jepey gmpng banget di 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ⭐,0
@Abigalewakefield-z5y,2025-03-25T20:49:30Z,"Kerennn contentnya bang ,cari situs yang benar itu 𝗪𝗘𝗧𝗢𝗡𝟴𝟴",0
@Dukewakefield-u5j,2025-03-25T20:49:30Z,Jujur klo main mending di weton88 bang,0
@Tyresewakefield-s3t,2025-03-25T20:49:28Z,Akhirnya yg di tunggu2😁 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,0
@Rawlswakefield-c1l,2025-03-25T20:49:28Z,auto jepey! 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,0
@Owenswakefield-j2f,2025-03-25T20:49:27Z,Awal kebangkitan cuan pasti di WETON88,0
@Kirstenwakefield-g6h,2025-03-25T20:49:26Z,"Berkah rezeki hari ini berkat ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,puji syukur!",0
@aqimalexandria3031,2025-03-25T20:49:26Z,Pasti si wili menye menye pas di ceramahi bobon,0
@mimakio5410,2025-03-25T20:49:04Z,"kenapa sih ada konten masak besar gitu,<br>oleh swasta atau influencer?<br><br>apakah pemerintah setempat tidak bisa memberikan kesejahteraan bagi warganya",0
@ramlesalpian1866,2025-03-25T20:49:04Z,Ke Siantar kapan bang @bobon,0
@wann7285,2025-03-25T20:48:53Z,Wilisalam,0
@Mbokdeae-jc5vv,2025-03-25T20:48:36Z,Ditanya A jawabnya Z,0
@rizqimaulana-R,2025-03-25T20:48:08Z,Tinggal ngaku semuanya settingan apa susah nya dah 😂😂,0
@AISYAHAlthafunnisa-nq7by,2025-03-25T20:47:55Z,BENAR BANGET .. WILLIE SALIM SETINGAN .. MAKANYA DIA NGGAK MAU KETEMU BANG BONBON,0
@septirasyafles6481,2025-03-25T20:47:53Z,yg subcribe willie salim segera lah untuk UNsubcribe,0
@edde3918,2025-03-25T20:47:51Z,"W si lebih percaya willie, percaya kalo dia boong",0
@johnsastera,2025-03-25T20:47:31Z,"Kl ga dpt tiket pesawat, kan katanya si wili ini tajir, kontennya aja bagi² duit, masa ga punya jet pribadi gitu 😮",0
@sultanardian2504,2025-03-25T20:47:27Z,Susah kalo memang pengecut dikasih kamera,0
@MrDODET,2025-03-25T20:47:22Z,Baru mualaf langsung <br>Kelihatan ujian bobon 😂<br>Smangaaaaat master bobon <br>Semoga Istikomah 👍,0
@AISYAHAlthafunnisa-nq7by,2025-03-25T20:46:52Z,KNP NGGAK DATANG .. WILIE SALIM TAKUT LAH .. TAKUT MALU,0
@dendibayu4365,2025-03-25T20:46:48Z,Bobon sedang memasak wilii😂😂😂,0
@oniel-r1i,2025-03-25T20:46:47Z,mancla mencle njrr,0
@PORTALNUSANTARA,2025-03-25T20:46:36Z,@BobonSantoso ayo masak besar ke palembang wakkkk,0
@AISYAHAlthafunnisa-nq7by,2025-03-25T20:46:28Z,MASALAHNYA SELURUH ORANG PALEMBANG KENA IMBASNYA,0
@ANTONJULIWIJAYA-hm3kf,2025-03-25T20:46:28Z,@masbobon amer mana amer😂,0
@agussupriyadi4961,2025-03-25T20:46:26Z,Mana nih wily gak ikut komen 😂,0
@Dedy-f8v,2025-03-25T20:46:11Z,Jadi isu nasional lah bang. Liat aja komen komennya pada rasis ke orang palembang jadinya.,0
@bangyosh-gm,2025-03-25T20:45:57Z,gw salfok sama mejanya om ded pakai kayu apa itu om?,0
@MelianaAmel-p5h,2025-03-25T20:45:43Z,Harusnya senior itu menengahi malah menyebarkan aib dan membuat keadaan semakin memanas emang Willi salim salah dan perlu di kasih pelajaran tapi kenapa semua pihak ngg adaa yg bijak ya hanya nyalahin dan mengadu domba,0
@feridimas2343,2025-03-25T20:45:41Z,Prak 2 om Dedi hadirkan kk wili salim ama  kk bobon,0
@marukochan5735,2025-03-25T20:45:37Z,"Wili ini sebutany di pepatah jawa &quot; wani SILET WEDI RAI&quot; di blakang banyak omong, giliran di undang buat pertemuan kaga brani🤣",0
@ArfanRayyan-l5u,2025-03-25T20:45:36Z,"Kalo masak besar disemarang mungkin udah janjian jauh2 hari ka, kan kata willy ada grand opening mngkin janjian kerjaan..",0
@agungjusttuvez7023,2025-03-25T20:45:31Z,"menurutku apa yg ada di vidio willi salim itu real,karena ada saksi polisi disana dan berkata.seantusias ini warga palembang,,dan sudah diberi tahu bahwa ini panas dan blm matang tetapi tetap masi gk di dengar dan pada di ambilin😢😢disini mau bagai manapun kalian menyalahkan willi salim di kasus ini tetap warga nya yg salah sekalipun gw tidak suka willi salim!!! (gw hanya lihat dari vidio)",0
@willisalegre8432,2025-03-25T20:45:20Z,"Minimal kalau emang REAL kontennya GAGAL, karena ada kurang di Plan atau Eksekusinya.<br>Itu Tombol &quot;Post Content&quot; kan bisa gausah dipencet 🥲🥲<br>Tau gagal masih ngarep cuan&#39;nya",0
@ApinBarac,2025-03-25T20:45:19Z,Wah kayaknya si willi mikir warga Palembang suka mencuri <br>Karna dia ngejalur ke tukang paket yg mtr nya kecurian <br>Fixx ini semua setingan <br>Anjir willi wongke,0
